name  ,operation  ,dod  , age  ,unit  ,cod  
"Coleman, Pfc. Chad D.",Enduring Freedom,8/27/10,20,"1st Squadron, 33rd Cavalry Regiment, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Fedder, Master Sgt. Daniel L.",Enduring Freedom,8/27/10,34,"7th Engineer Support Battalion, 1st Marine Logistics Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Novak, Pvt. Adam J.",Enduring Freedom,8/27/10,20,"1st Squadron, 33rd Cavalry Regiment, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Swink, Petty Officer 3rd Class James M.",Enduring Freedom,8/27/10,20,"Hospital corpsman assigned to 2nd Marine Division, II Marine Expeditionary Forces",hostile action
"Castro, Spec. Andrew J.",Enduring Freedom,8/28/10,20,"2nd Brigade Special Troops Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Durham, Sgt. Patrick K.",Enduring Freedom,8/28/10,24,"1st Battalion, 320th Field Artillery Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Robinson, Spec. James C.",Enduring Freedom,8/28/10,27,"1st Battalion, 187th Infantry Regiment, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Holley, Gunnery Sgt. Floyd E. C.",Enduring Freedom,8/29/10,36,"7th Engineer Support Battalion, 1st Marine Logistics Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",vehicle accident
"Ide, Staff Sgt. James R.",Enduring Freedom,8/29/10,32,"230th Military Police Company, 95th Military Police Battalion, 18th Military Police Brigade, 21st Theater Sustainment Command, Sembach, Germany",hostile action
"Raver, Pfc. Bryn T.",Enduring Freedom,8/29/10,20,"1st Brigade Special Troop Battalion, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Wallace, Capt. Ellery R.",Enduring Freedom,8/29/10,33,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Clements, Pfc. Chad D.",Enduring Freedom,8/30/10,26,"4th Brigade Support Battalion, 1st Brigade Combat Team, 4th Infantry Division",IED
"Goetz, Capt. Dale A.",Enduring Freedom,8/30/10,43,"1st Battalion, 66th Armor Regiment, 1st Brigade Combat Team, 4th Infantry Division",IED
"Grochowiak, Staff Sgt. Casey J.",Enduring Freedom,8/30/10,34,"1st Battalion, 22nd Infantry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Infante, Staff Sgt. Jesse",Enduring Freedom,8/30/10,30,"4th Brigade Support Battalion, 1st Brigade Combat Team, 4th Infantry Division",IED
"Kessler, Staff Sgt. Kevin J.",Enduring Freedom,8/30/10,32,"4th Brigade Support Battalion, 1st Brigade Combat Team, 4th Infantry Division",IED
"Noziska, 2nd Lt. Mark A.",Enduring Freedom,8/30/10,24,"1st Battalion, 22nd Infantry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"West, Staff Sgt. Matthew J.",Enduring Freedom,8/30/10,36,71st Explosive Ordnance Disposal Group,IED
"Adkinson III, Staff Sgt. Vinson B.",Enduring Freedom,8/31/10,26,"173rd Brigade Support Battalion, 173rd Airborne Brigade Combat Team, Bamberg, Germany",IED
"Alcaraz, Sgt. Raymond C.",Enduring Freedom,8/31/10,20,"173rd Brigade Support Battalion, 173rd Airborne Brigade Combat Team, Bamberg, Germany",IED
"Bovia, Sgt. Joseph A.",Enduring Freedom,8/31/10,24,"3rd Combat Assault Battalion, 3rd Marine Division, III Marine Expeditionary Force, Okinawa, Japan",hostile action
"George, Spec. Matthew E.",Enduring Freedom,8/31/10,22,"173rd Brigade Support Battalion, 173rd Airborne Brigade Combat Team, Bamberg, Germany",IED
"Page, Spec. James A.",Enduring Freedom,8/31/10,23,"173rd Brigade Support Battalion, 173rd Airborne Brigade Combat Team, Bamberg, Germany",IED
"Roberts, Lance Cpl. Cody A.",Enduring Freedom,8/31/10,22,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Rodgers, Lance Cpl. Christopher B.",Enduring Freedom,9/1/10,20,"1st Battalion, 2nd Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Montoya, Pfc. Diego M.",Enduring Freedom,9/2/10,20,"20th Military Police Battalion, 89th Military Police Brigade, Fort Hood, Texas",vehicle accident
"Twigg, Lance Cpl. Joshua T.",Enduring Freedom,9/2/10,21,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Carver, Lance Cpl. Ross S.",Enduring Freedom,9/3/10,31,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Balthaser, Sgt. Jesse M.",Enduring Freedom,9/4/10,23,"3rd Combat Engineer Battalion, 3rd Marine Division, III Marine Expeditionary Force, based at Marine Corps Air Ground Combat Center Twentynine Palms, Calif.",hostile action
"McMahon, Capt. Jason T.",Enduring Freedom,9/5/10,35,"184th Ordnance Battalion (Explosive Ordnance Disposal), 52nd Ordnance Group, Fort Campbell, Ky.",hostile action
"Charte, Cpl. Philip G. E.",Enduring Freedom,9/7/10,22,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Jenkins, Sgt. Philip C.",Iraqi Freedom,9/7/10,26,"1st Battalion, 27th Infantry Regiment, 2nd Stryker Advise and Assist Brigade, 25th Infantry Division, Schofield Barracks, Hawaii",hostile action
"McClamrock, Pvt. James F.",Iraqi Freedom,9/7/10,22,"1st Battalion, 27th Infantry Regiment, 2nd Stryker Advise and Assist Brigade, 25th Infantry Division, Schofield Barracks, Hawaii",hostile action
"Bishop, Cpl. John C.",Enduring Freedom,9/8/10,25,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Weaver, 1st Lt. Todd W.",Enduring Freedom,9/9/10,26,"1st Battalion, 320th Field Artillery Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Hansen, Senior Airman James A.",Iraqi Freedom,9/15/10,25,"46th Operations Support Squadron, Eglin Air Force Base, Fla.",IED
"Burner III, Sgt. John F.",Iraqi Freedom,9/16/10,32,"63rd Signal Battalion (Expeditionary), 35th Signal Brigade, Fort Gordon, Ga.",non-combat
"Johnson, Spec. Timothy L.",Enduring Freedom,9/16/10,24,"1st Battalion, 66th Armor Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Kramer, Sgt. Aaron K.",Enduring Freedom,9/16/10,22,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Sanchez, Senior Airman Daniel R.",Enduring Freedom,9/16/10,23,"23rd Special Tactics Squadron, Hurlburt Field, Fla.",hostile action
"Fleming, 1st Lt. Scott J.",Enduring Freedom,9/17/10,24,"3rd Battalion, 3rd Marine Regiment, 3rd Marine Division, III Marine Expeditionary Force, based out of Kaneohe Bay, Hawaii",hostile action
"Newman, Staff Sgt. Jaime C.",Enduring Freedom,9/17/10,27,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Snow, Spec. Deangelo B.",Enduring Freedom,9/17/10,22,"526th Brigade Support Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Carron, Maj. Paul D.",Enduring Freedom,9/18/10,33,"2nd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",hostile action
"Grider, Sgt. 1st Class Ronald A.",Enduring Freedom,9/18/10,30,"U.S. Army Special Operations Command, Fort Bragg, N.C.",hostile action
"Harton, Spec. Joshua A.",Enduring Freedom,9/18/10,23,"3rd Battalion, 6th Field Artillery Regiment, 1st Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",hostile action
"Vieyra, Pfc. Barbara",Enduring Freedom,9/18/10,22,"720th Military Police Battalion, 89th Military Police Brigade, Fort Hood, Texas",IED
"Yates, 1st Lt. Eric",Enduring Freedom,9/18/10,26,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Ose, Pfc. Joshua S.",Enduring Freedom,9/20/10,19,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Baldwin, Lt Col. Robert F.",Enduring Freedom,9/21/10,39,"101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), Brigade headquarters, Fort Campbell, Ky.",hostile action
"Buras, Senior Airman Michael J.",Enduring Freedom,9/21/10,23,"99th Civil Engineer Squadron, Nellis Air Force Base, Nev.",IED
"Calhoun Jr., Sgt. Marvin R.",Enduring Freedom,9/21/10,23,"101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), 5th Battalion, Fort Campbell, Ky.",hostile action
"Looney, Lt. (SEAL) Brendan J.",Enduring Freedom,9/21/10,29,West Coast-based SEAL Team,hostile action
"McClellan, Chief Warrant Officer Jonah D.",Enduring Freedom,9/21/10,26,"101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), 5th Battalion, Fort Campbell, Ky.",hostile action
"McLendon, Senior Chief Petty Officer David B.",Enduring Freedom,9/21/10,30,East Coast-based Naval Special Warfare unit,hostile action
"Miranda, Petty Officer 3rd Class (SEAL) Denis C.",Enduring Freedom,9/21/10,24,East Coast-based SEAL Team,hostile action
"Powell, Staff Sgt. Joshua D.",Enduring Freedom,9/21/10,25,"101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), 6th Battalion, Fort Campbell, Ky.",hostile action
"Smith, Petty Officer 2nd Class (SEAL) Adam O.",Enduring Freedom,9/21/10,26,East Coast-based SEAL Team,hostile action
"Wagstaff, Chief Warrant Officer Matthew G.",Enduring Freedom,9/21/10,34,"101st Combat Aviation Brigade, 101st Airborne Division (Air Assault), 5th Battalion, Fort Campbell, Ky.",hostile action
"Rosa, Lance Cpl. Anthony J.",Enduring Freedom,9/23/10,20,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Carrillo Jr., Spec. John",Iraqi Freedom,9/24/10,20,"3rd Battalion, 15th Infantry Regiment, 4th Infantry Brigade Combat Team, 3rd Infantry Division, Fort Stewart, Ga.",non-combat
"Dawson, Pfc. William B.",Enduring Freedom,9/24/10,20,"17th Combat Sustainment Support Battalion, 3rd Maneuver Enhancement Brigade, U.S. Army, Alaska, Fort Richardson, Alaska",IED
"Noonan, Pfc. Gebrah P.",Iraqi Freedom,9/24/10,26,"3rd Battalion, 15th Infantry Regiment, 4th Infantry Brigade Combat Team, 3rd Infantry Division, Fort Stewart, Ga.",non-combat
"Petree, Pfc. Jaysine P. S. .",Enduring Freedom,9/24/10,19,"17th Combat Sustainment Support Battalion, 3rd Maneuver Enhancement Brigade, U.S. Army, Alaska, Fort Richardson, Alaska",IED
"Springer II, Pfc. Clinton E.",Enduring Freedom,9/24/10,21,"2nd Battalion, 22nd Infantry Regiment, 1st Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Drum, N.Y.",non-combat
"Whisenant, Spec. Marc C.",Iraqi Freedom,9/24/10,23,"Florida National Guard’s 1st Battalion, 124th Infantry Regiment, Miami, Fla.",vehicle accident
"Morrison, Spec. Donald S.",Enduring Freedom,9/26/10,23,"20th Engineer Battalion, 36th Engineer Brigade, Fort Hood, Texas",IED
"Simpson, Sgt. Mark A.",Enduring Freedom,9/26/10,40,"20th Engineer Battalion, 36th Engineer Brigade, Fort Hood, Texas",IED
"Fabbri, Lance Cpl. Ralph J.",Enduring Freedom,9/28/10,20,"Headquarters Battalion, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Forester, Senior Airman Mark",Enduring Freedom,9/29/10,29,"21st Special Tactics Squadron, Pope Air Force Base, N.C.",hostile action
"Harrison, Sgt. 1st Class Calvin B.",Enduring Freedom,9/29/10,31,"2nd Battalion, 7th Special Forces Group (Airborne) Fort Bragg, N.C.",hostile action
"Officer, Sgt. Justin A.",Enduring Freedom,9/29/10,26,"1st Squadron, 75th Cavalry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Jackson, Lance Cpl. Timothy M.",Enduring Freedom,9/30/10,22,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Harley Jr., Staff Sgt. Willie J.",Enduring Freedom,10/1/10,48,"1221st Engineer Clearance Company, Graniteville, S.C.",IED
"Matteoni, Sgt. Anthony D.",Enduring Freedom,10/1/10,22,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Rabon Jr., Spec. Luther W.",Enduring Freedom,10/1/10,32,"1221st Engineer Clearance Company, Graniteville, S.C.",IED
"Vogeler, Sgt. 1st Class Lance H.",Enduring Freedom,10/1/10,29,"1st Battalion, 75th Ranger Regiment, Hunter Army Airfield, Ga.",hostile action
"Pedro, Sgt. Brian J.",Enduring Freedom,10/2/10,27,"2nd Engineer Battalion, White Sands Missile Range, N.M.",hostile action
"Prentler, Spec. Joseph T.",Enduring Freedom,10/4/10,20,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Board, Pfc. Cody A.",Enduring Freedom,10/4/10,19,"1st Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Campbell, Sgt. Karl A.",Enduring Freedom,10/4/10,34,"1st Squadron, 75th Cavalry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Clark, Pfc. Ryane G.",Enduring Freedom,10/4/10,22,"27th Combat Engineer Battalion (Airborne), 20th Combat Engineer Brigade, Fort Bragg, N.C.",hostile action
"Johnson, Senior Airman Daniel J.",Enduring Freedom,10/5/10,23,"30th Civil Engineer Squadron, Vandenberg Air Force Base, Calif.",IED
"Lynch, Lance Cpl. Scott A.",Enduring Freedom,10/6/10,22,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Sockalosky, Cpl. Stephen C.",Enduring Freedom,10/6/10,21,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Gonzalez, Hospital Corpsman Edwin",Enduring Freedom,10/8/10,22,"2nd Marine Division, Fleet Marine Forces, Atlantic, Camp Lejeune, N.C.",IED
"Sparks, Lance Cpl. John T.",Enduring Freedom,10/8/10,23,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Hess, Spec. David A.",Enduring Freedom,10/10/10,25,"526th Brigade Support Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky",IED
"Weigle, Staff Sgt. Dave J.",Enduring Freedom,10/10/10,20,"1st Squadron, 75th Cavalry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Zaehringer III, Sgt. Frank R.",Enduring Freedom,10/11/10,23,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, I Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Powell, Spec. Matthew C.",Enduring Freedom,10/12/10,20,"526th Brigade Support Battalion, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Byrd, Pfc. Jordan M.",Enduring Freedom,10/13/10,19,"1st Battalion, 506th Infantry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Cain, Cpl. Justin J.",Enduring Freedom,10/13/10,22,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Dew, Pfc. Victor A.",Enduring Freedom,10/13/10,20,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Johnson, Lance Cpl. Raymon L. A. .",Enduring Freedom,10/13/10,22,"1st Battalion, 8th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Rodewald, Lance Cpl. Joseph E.",Enduring Freedom,10/13/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Vinnedge, Lance Cpl. Phillip D.",Enduring Freedom,10/13/10,19,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Benitez, Staff Sgt. Carlos A.",Enduring Freedom,10/14/10,24,"7th Squadron, 10th Cavalry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Billingsley, Pfc. Tramaine J.",Enduring Freedom,10/14/10,20,"7th Squadron, 10th Cavalry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Catherwood, Lance Cpl. Alec E.",Enduring Freedom,10/14/10,19,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Ceniceros, Lance Cpl. Irvin M.",Enduring Freedom,10/14/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Lopez, Lance Cpl. Joseph C.",Enduring Freedom,10/14/10,26,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Martinez Jr., Spec. Rafael",Enduring Freedom,10/14/10,36,"7th Squadron, 10th Cavalry Regiment, 1st Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",IED
"Newman, Sgt. Eric C.",Enduring Freedom,10/14/10,30,"1st Squadron, 38th Cavalry Regiment, 525th Battlefield Surveillance Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",IED
"Boelk, Lance Cpl. James D.",Enduring Freedom,10/15/10,24,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Reid, Pfc. Dylan T.",Iraqi Freedom,10/16/10,24,"1st Battalion, 8th Infantry Regiment, 3rd Brigade Combat Team, 4th Infantry Division, Fort Carson, Colo.",non-combat
"Tawney, Sgt. Ian M.",Enduring Freedom,10/16/10,25,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Villarreal Jr., Cpl. Jorge",Enduring Freedom,10/17/10,22,"1st Battalion, 11th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Cullins, Staff Sgt. Joshua J.",Enduring Freedom,10/19/10,28,"1st Explosive Ordnance Disposal Company, 1st Marine Logistics Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Jackson, Lance Cpl. Francisco R.",Enduring Freedom,10/19/10,24,"1st Battalion, 11th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Jenkins, Spec. Gerald R.",Enduring Freedom,10/20/10,19,"1st Brigade Special Troop Battalion, 1st Brigade Combat Team, 101st Airborne Division, Fort Campbell, Ky.",IED
"McAninch, Staff Sgt. Kenneth K.",Enduring Freedom,10/21/10,28,"1st Battalion, 506th Infantry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Gonzalez O’Malley, Staff Sgt. Aracely",Enduring Freedom,10/22/10,31,"307th Integrated Theater Signal Battalion, 516th Signal Brigade, 311th Signal Command, Schofield Barracks, Hawaii.",non-combat
"Pallares, Spec. Ronnie J.",Enduring Freedom,10/23/10,19,"27th Engineer Battalion, Fort Bragg, N.C.",IED
"Dupont, Spec. Steven L.",Enduring Freedom,10/24/10,20,"3rd Squadron, 2nd Stryker Cavalry Regiment, Vilseck, Germany",IED
"Jones Jr., Pfc. David R.",Iraqi Freedom,10/24/10,21,"2nd Squadron, 3rd Armored Cavalry Regiment, Fort Hood, Texas",non-combat
"Moffitt, Spec. Thomas A.",Enduring Freedom,10/24/10,21,"2nd Battalion, 506th Infantry, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Sadell, Sgt. 1st Class Charles M.",Enduring Freedom,10/24/10,34,"1st Squadron, 71st Cavalry Regiment, 1st Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Tanner, Sgt. 1st Class Phillip C.",Enduring Freedom,10/26/10,43,"106th Transportation Battalion, 101st Sustainment Brigade, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",non-combat
"Honeycutt Jr., Lance Cpl. Terry E.",Enduring Freedom,10/27/10,19,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Kirspel Jr., Sgt. Michael D.",Enduring Freedom,10/27/10,23,"3rd Battalion, 6th Field Artillery (Strike), 1st Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Dickmyer, Staff Sgt. Adam L.",Enduring Freedom,10/28/10,24,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Maldonado, Spec. Pedro A.",Enduring Freedom,10/29/10,20,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Solorzano Valdovinos, Spec. Diego A.",Enduring Freedom,10/29/10,24,"1st Battalion, 506nd Infantry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell",hostile action
"Land, Cpl. Brett W.",Enduring Freedom,10/30/10,24,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Curtis, Spec. Jonathan M.",Enduring Freedom,11/1/10,24,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Meari, Pfc. Andrew N.",Enduring Freedom,11/1/10,21,"1st Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Zimmerman, 1st Lt. James R.",Enduring Freedom,11/2/10,25,"2nd Battalion, 6th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Harris, Sgt. 1st Class Todd M.",Enduring Freedom,11/3/10,37,"1st Battalion, 87th Infantry Regiment, 1st Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",hostile action
"Young, Spec. James C.",Enduring Freedom,11/3/10,25,"863rd Engineer Battalion, Darien, Ill.",IED
"Broehm, Lance Cpl. Matthew J.",Enduring Freedom,11/4/10,22,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"McCluskey, Sgt. Jason J.",Enduring Freedom,11/4/10,26,"27th Engineer Battalion, 20th Engineer Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",hostile action
"Pearson, Lance Cpl. Brandon W.",Enduring Freedom,11/4/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Emrick, Staff Sgt. Jordan B.",Enduring Freedom,11/5/10,26,"1st Explosive Ordnance Disposal Company, 7th Engineer Support Battalion, 1st Marine Logistics Group, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Paranzino, Sgt. Michael F.",Enduring Freedom,11/5/10,22,"1st Squadron, 71st Cavalry Regiment, 1st Brigade Combat Team, 10th Mountain Division, Fort Drum, N.Y.",IED
"Whipple, Spec. Blake D.",Enduring Freedom,11/5/10,21,"7th Engineering Battalion, 10th Sustainment Brigade, 10th Mountain Division, Fort Drum, N.Y.",IED
"Braggs, Lance Cpl. Randy R.",Enduring Freedom,11/6/10,21,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Reifert, Pfc. Shane M.",Enduring Freedom,11/6/10,23,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Cruttenden, Sgt. Aaron B.",Enduring Freedom,11/7/10,25,"27th Engineer Battalion, 20th Engineer Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",hostile action
"Kridlo, Spec. Dale J.",Enduring Freedom,11/7/10,33,"27th Engineer Battalion, 20th Engineer Brigade, XVIII Airborne Corps, Fort Bragg, N.C.",hostile action
"Hutchins, Cpl. Andrew L.",Enduring Freedom,11/8/10,20,"3rd Special Troops Battalion, 3rd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Vargas, Spc. Anthony",Enduring Freedom,11/8/10,27,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Huse, Lance Cpl. Dakota R.",Enduring Freedom,11/9/10,19,"2nd Battalion, 9th Marine Regiment, 2nd Marine Division, II Marine Expeditionary Force, Camp Lejeune, N.C.",hostile action
"Kelly, 2nd Lt. Robert M.",Enduring Freedom,11/9/10,29,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Bolen, Sgt. Edward H.",Enduring Freedom,11/10/10,25,"2nd Battalion, 30th Infantry Regiment, 4th Brigade Combat Team, 10th Mountain Division (Light Infantry), Fort Polk, La.",IED
"Stack, Lance Cpl. James B.",Enduring Freedom,11/10/10,20,"3rd Battalion, 5th Marine Regiment, 1st Marine Division, I Marine Expeditionary Force, Camp Pendleton, Calif.",hostile action
"Lutes, Spec. David C.",Enduring Freedom,11/11/10,28,"1st Squadron, 61st Cavalry Regiment, 4th Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",IED
"Bubacz, Senior Airman Andrew s.",Enduring Freedom,11/12/10,23,"97th Communications Squadron, Altus Air Force Base, Okla.",other-unknown
"Chihuahua, Spec. Shannon",Enduring Freedom,11/12/10,25,"1st Battalion, 327th Infantry Regiment, 1st Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Fannin, Cpl. Shawn D.",Enduring Freedom,11/12/10,32,"404th Aviation Support Battalion, 4th Combat Aviation Brigade, Fort Hood, Texas",non-combat
"Carroll, Spec. Jacob C.",Enduring Freedom,11/13/10,20,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
"Carver, Cpl. Jacob R.",Enduring Freedom,11/13/10,20,"2nd Battalion, 502nd Infantry Regiment, 2nd Brigade Combat Team, 101st Airborne Division (Air Assault), Fort Campbell, Ky.",hostile action
