created,id,option__id,option__key,option__value,option__vote,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,vote__category,vote__category_label,vote__chamber,vote__chamber_label,vote__congress,vote__created,vote__id,vote__link,vote__missing_data,vote__number,vote__question,vote__question_details,vote__related_amendment,vote__related_bill,vote__required,vote__result,vote__session,vote__source,vote__source_label,vote__total_minus,vote__total_other,vote__total_plus,vote__vote_type,voter_type,voter_type_label
2013-09-29T00:16:00,29862791,436878,-,Nay,113830,D000197,7/29/57,90293,Diana,female,Female,400101,DeGette,https://www.govtrack.us/congress/members/diana_degette/400101,L.,Rep. Diana DeGette [D-CO1],,,N00006134,561,"DeGette, Diana (Rep.) [D-CO1]",RepDianaDeGette,RepDianaDeGette,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862793,436878,-,Nay,113830,D000216,3/2/43,19040,Rosa,female,Female,400103,DeLauro,https://www.govtrack.us/congress/members/rosa_delauro/400103,L.,Rep. Rosa DeLauro [D-CT3],,,N00000615,26788,"DeLauro, Rosa (Rep.) [D-CT3]",rosadelauro,rosadelauro,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862568,436877,+,Yea,113830,D000600,9/25/61,1003562,Mario,male,Male,400108,Diaz-Balart,https://www.govtrack.us/congress/members/mario_diaz_balart/400108,,Rep. Mario Diaz-Balart [R-FL25],,,N00025337,24312,"Diaz-Balart, Mario (Rep.) [R-FL25]",MarioDB,MarioDiazBalart,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862796,436878,-,Nay,113830,D000355,7/8/26,470,John,male,Male,400110,Dingell,https://www.govtrack.us/congress/members/john_dingell/400110,D.,Rep. John Dingell [D-MI12],,,N00001783,26917,"Dingell, John (Rep.) [D-MI12]",john_dingell,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862797,436878,-,Nay,113830,D000399,10/6/46,36810,Lloyd,male,Male,400111,Doggett,https://www.govtrack.us/congress/members/lloyd_doggett/400111,A.,Rep. Lloyd Doggett [D-TX35],,,N00006023,21689,"Doggett, Lloyd (Rep.) [D-TX35]",RepLloydDoggett,doggett,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862798,436878,-,Nay,113830,D000482,8/5/53,36774,Michael,male,Male,400114,Doyle,https://www.govtrack.us/congress/members/michael_doyle/400114,F.,Rep. Michael â€œMikeâ€ù Doyle [D-PA14],Jr.,Mike,N00001373,21853,"Doyle, Michael â€œMikeâ€ù (Rep.) [D-PA14]",USRepMikeDoyle,CongressmanDoyle,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862571,436877,+,Yea,113830,D000533,7/21/47,6114,John,male,Male,400116,Duncan,https://www.govtrack.us/congress/members/john_duncan/400116,J.,Rep. John â€œJimmyâ€ù Duncan [R-TN2],Jr.,Jimmy,N00003209,27069,"Duncan, John â€œJimmyâ€ù (Rep.) [R-TN2]",,RepJohnDuncan,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862802,436878,-,Nay,113830,E000179,2/18/47,6109,Eliot,male,Male,400122,Engel,https://www.govtrack.us/congress/members/eliot_engel/400122,L.,Rep. Eliot Engel [D-NY16],,,N00001003,26972,"Engel, Eliot (Rep.) [D-NY16]",RepEliotEngel,engel2161,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862804,436878,-,Nay,113830,E000215,12/13/42,26130,Anna,female,Female,400124,Eshoo,https://www.govtrack.us/congress/members/anna_eshoo/400124,G.,Rep. Anna Eshoo [D-CA18],,,N00007335,26741,"Eshoo, Anna (Rep.) [D-CA18]",RepAnnaEshoo,RepAnnaEshoo,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862806,436878,-,Nay,113830,F000030,7/4/41,30645,Sam,male,Male,400129,Farr,https://www.govtrack.us/congress/members/sam_farr/400129,,Rep. Sam Farr [D-CA20],,,N00007312,26745,"Farr, Sam (Rep.) [D-CA20]",RepSamFarr,CongressmanSamFarr,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862807,436878,-,Nay,113830,F000043,11/21/56,36763,Chaka,male,Male,400130,Fattah,https://www.govtrack.us/congress/members/chaka_fattah/400130,,Rep. Chaka Fattah [D-PA2],,,N00001746,21850,"Fattah, Chaka (Rep.) [D-PA2]",chakafattah,ChakaFattah,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862579,436877,+,Yea,113830,F000445,2/17/52,89584,J.,male,Male,400137,Forbes,https://www.govtrack.us/congress/members/randy_forbes/400137,Randy,Rep. Randy Forbes [R-VA4],,,N00013799,5146,"Forbes, Randy (Rep.) [R-VA4]",Randy_Forbes,RepRandyForbes,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862582,436877,+,Yea,113830,F000448,6/19/57,1003550,Trent,male,Male,400141,Franks,https://www.govtrack.us/congress/members/trent_franks/400141,,Rep. Trent Franks [R-AZ8],,,N00006423,28399,"Franks, Trent (Rep.) [R-AZ8]",RepTrentFranks,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862583,436877,+,Yea,113830,F000372,4/29/46,37781,Rodney,male,Male,400142,Frelinghuysen,https://www.govtrack.us/congress/members/rodney_frelinghuysen/400142,P.,Rep. Rodney Frelinghuysen [R-NJ11],,,N00000684,22177,"Frelinghuysen, Rodney (Rep.) [R-NJ11]",USRepRodney,RepFrelinghuysen,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862585,436877,+,Yea,113830,G000548,7/9/59,1003601,Scott,male,Male,400145,Garrett,https://www.govtrack.us/congress/members/scott_garrett/400145,,Rep. Scott Garrett [R-NJ5],,,N00000743,4430,"Garrett, Scott (Rep.) [R-NJ5]",repgarrett,repscottgarrett,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862586,436877,+,Yea,113830,G000549,2/25/55,1003611,Jim,male,Male,400147,Gerlach,https://www.govtrack.us/congress/members/jim_gerlach/400147,,Rep. Jim Gerlach [R-PA6],,,N00025025,5226,"Gerlach, Jim (Rep.) [R-PA6]",JimGerlach,RepJimGerlach,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862588,436877,+,Yea,113830,G000550,7/10/42,1003565,Phil,male,Male,400151,Gingrey,https://www.govtrack.us/congress/members/phil_gingrey/400151,,Rep. Phil Gingrey [R-GA11],,,N00024760,17644,"Gingrey, Phil (Rep.) [R-GA11]",RepPhilGingrey,RepPhilGingrey,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862590,436877,+,Yea,113830,G000289,9/22/52,27025,Bob,male,Male,400154,Goodlatte,https://www.govtrack.us/congress/members/bob_goodlatte/400154,W.,Rep. Bob Goodlatte [R-VA6],,,N00009154,27116,"Goodlatte, Bob (Rep.) [R-VA6]",RepGoodlatte,RepBobGoodlatte,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862593,436877,+,Yea,113830,G000377,1/18/43,45709,Kay,female,Female,400157,Granger,https://www.govtrack.us/congress/members/kay_granger/400157,,Rep. Kay Granger [R-TX12],,,N00008799,334,"Granger, Kay (Rep.) [R-TX12]",RepKayGranger,RepKayGranger,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862595,436877,+,Yea,113830,G000546,11/7/63,89873,Sam,male,Male,400158,Graves,https://www.govtrack.us/congress/members/sam_graves/400158,B.,Rep. Sam Graves [R-MO6],,,N00013323,9425,"Graves, Sam (Rep.) [R-MO6]",,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862818,436878,-,Nay,113830,G000410,10/17/47,26156,Gene,male,Male,400160,Green,https://www.govtrack.us/congress/members/gene_green/400160,Eugene,Rep. Gene Green [D-TX29],,,N00005870,27100,"Green, Gene (Rep.) [D-TX29]",RepGeneGreen,RepGeneGreen,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862819,436878,-,Nay,113830,G000551,2/19/48,1003551,RaÃºl,male,Male,400162,Grijalva,https://www.govtrack.us/congress/members/raul_grijalva/400162,M.,Rep. RaÃºl Grijalva [D-AZ3],,,N00025284,28253,"Grijalva, RaÃºl (Rep.) [D-AZ3]",repraulgrijalva,raulgrijalvaaz07,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862820,436878,-,Nay,113830,G000535,12/10/53,23476,Luis,male,Male,400163,GutiÃ©rrez,https://www.govtrack.us/congress/members/luis_gutierrez/400163,V.,Rep. Luis GutiÃ©rrez [D-IL4],,,N00004874,26841,"GutiÃ©rrez, Luis (Rep.) [D-IL4]",LuisGutierrez,repluisgutierrez,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862600,436877,+,Yea,113830,H000067,5/3/23,7354,Ralph,male,Male,400165,Hall,https://www.govtrack.us/congress/members/ralph_hall/400165,M.,Rep. Ralph Hall [R-TX4],,,N00005645,27080,"Hall, Ralph (Rep.) [R-TX4]",RalphHallPress,,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862824,436878,-,Nay,113830,H000324,9/5/36,1858,Alcee,male,Male,400170,Hastings,https://www.govtrack.us/congress/members/alcee_hastings/400170,L.,Rep. Alcee Hastings [D-FL20],,,N00002884,26798,"Hastings, Alcee (Rep.) [D-FL20]",,RepAlceeHastings,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862604,436877,+,Yea,113830,H000329,2/7/41,31324,Doc,male,Male,400171,Hastings,https://www.govtrack.us/congress/members/doc_hastings/400171,,Rep. Doc Hastings [R-WA4],,,N00009157,22318,"Hastings, Doc (Rep.) [R-WA4]",DocHastings,RepDocHastings,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862606,436877,+,Yea,113830,H001036,5/29/57,1003619,Jeb,male,Male,400175,Hensarling,https://www.govtrack.us/congress/members/jeb_hensarling/400175,,Rep. Jeb Hensarling [R-TX5],,,N00024922,49827,"Hensarling, Jeb (Rep.) [R-TX5]",RepHensarling,repjebhensarling,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862827,436878,-,Nay,113830,H000636,8/20/40,45743,RubÃ©n,male,Male,400179,Hinojosa,https://www.govtrack.us/congress/members/ruben_hinojosa/400179,E.,Rep. RubÃ©n Hinojosa [D-TX15],,,N00006008,291,"Hinojosa, RubÃ©n (Rep.) [D-TX15]",USRepRHinojosa,RepRubenHinojosa,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862943,436880,0,Not Voting,113830,H001032,10/15/48,57967,Rush,male,Male,400184,Holt,https://www.govtrack.us/congress/members/rush_holt/400184,D.,Rep. Rush Holt [D-NJ12],,,N00000860,22574,"Holt, Rush (Rep.) [D-NJ12]",,RushHolt,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862828,436878,-,Nay,113830,H001034,6/27/41,85565,Michael,male,Male,400185,Honda,https://www.govtrack.us/congress/members/michael_honda/400185,M.,Rep. Michael â€œMikeâ€ù Honda [D-CA17],,Mike,N00012611,9674,"Honda, Michael â€œMikeâ€ù (Rep.) [D-CA17]",RepMikeHonda,RepMikeHonda,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862830,436878,-,Nay,113830,H000874,6/14/39,1919,Steny,male,Male,400189,Hoyer,https://www.govtrack.us/congress/members/steny_hoyer/400189,H.,Rep. Steny Hoyer [D-MD5],,,N00001821,26890,"Hoyer, Steny (Rep.) [D-MD5]",WhipHoyer,LeaderHoyer,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862832,436878,-,Nay,113830,I000057,5/30/58,87911,Steve,male,Male,400195,Israel,https://www.govtrack.us/congress/members/steve_israel/400195,J.,Rep. Steve Israel [D-NY3],,,N00013345,55440,"Israel, Steve (Rep.) [D-NY3]",RepSteveIsrael,repsteveisrael,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
2013-09-29T00:16:00,29862615,436877,+,Yea,113830,I000056,11/1/53,90066,Darrell,male,Male,400196,Issa,https://www.govtrack.us/congress/members/darrell_issa/400196,E.,Rep. Darrell Issa [R-CA49],,,N00007017,16553,"Issa, Darrell (Rep.) [R-CA49]",DarrellIssa,repdarrellissa,unknown,Unknown Category,house,House,113,2013-09-29T00:16:00,113830,https://www.govtrack.us/congress/votes/113-2013/h498,FALSE,498,"On concurring in the Senate amendment with amendment # 2: H.J.Res. 59: Continuing Appropriations Resolution, 2014",,,329930,2-Jan,Passed,2013,house,house.gov,192,8,231,On concurring in the Senate amendment with amendment # 2,member,Member of Congress
